,sample_id,source_paragraph,target_paragraph,ground_truth,type
649,521Describe the lifecycle of a human,"The life cycle of a bird begins with the formation of an egg, which develops into an embryo. Fertilization of the egg produces offspring. When the egg hatches, the hatchling matures into an adult bird. During its adult life, the bird can reproduce and the cycle begins anew.","The lifecycle of a human begins as a fetus develops into an infant.
  At birth, a child is produced and begins to grow and learn.
  As the child reaches adolescence, they begin to mature into a teenager.
  The teenager continues to develop until they reach adulthood, a point where they are no longer considered a child.",1,close analogy
650,666Describe the process of filtration,"Desalination is the process of removing salts from seawater.
  The seawater passes through a semipermeable membrane, which allows only certain molecules to pass through.
  The dissolved salts are separated from other molecules and the saline solution is filtered out from the fresh water. This process is used to create fresh water from seawater.","The growing season starts.
Bark grows on a tree.
The inside of the tree grows.
The bark is pushed out around the tree trunk.
The bark leaves a ring.
The growing season slows down and ends.",0,random
651,52How does a volcanic eruption happen?,"Earthquakes are caused by the movement of tectonic plates against each other.
 As the plates move, pressure builds up below the surface of the Earth.
 When this pressure becomes too great, the fault lines rupture and an earthquake is created.","The thermostat senses that the temperature has dropped.
A signal is sent to the heating system.
Heating oil travels from the tank to the burner.
The oil becomes a fine mist mixed with air.
The oil/air combination is injected into the burner.
The burner is ignited in the combustion chamber.
The furnace heats the air.
The blower sends the heated air through the ducts.
The heated air comes out the vents and into the room.",0,random
652,412How does the human visual system work?,"The human auditory system works by detecting sound waves through the ear.
 The sound waves are then processed by the cochlea, which translates the sound waves into electrical signals.
 The auditory nerve then sends these signals to the brain, which interprets them as sound.","Energy is stored in a battery.
The energy is released from the battery as electrical current.
The electrical current goes to a motor.
The motor makes the needle of the sewing machine go up and down.
The needle is pressed through the piece of clothing at a constant rate.
Thread is attached and used to stitch the clothing.",0,random
653,318What happens during the aging process?,"Weathering is the process of breaking down rocks, minerals, and organic matter. Wind erodes rocks, rain dissolves minerals, and sunlight breaks down organic matter. All of these processes contribute to the gradual breakdown of surfaces and the formation of soils.","The aging process is primarily caused by oxidative stress, which erodes cells over time.
 Inflammation is also a factor that contributes to the aging process, as it can dissolve proteins and cellular structures.
 In addition, free radicals break down DNA, leading to a decrease in the cell's ability to replicate and repair itself.",1,far analogy
654,441Describe how transpiration helps to keep a plant cool.,"Perspiration helps to keep someone cool by evaporating body heat.
  When sweat is released from the pores, it cools the skin and helps to reduce body temperature.
  The evaporation of the sweat draws body heat away from the body, leading to a decrease in overall temperature."," Transpiration helps to keep a plant cool by allowing it to evaporate the heat it produces. As water vapor is released, it cools the leaves and helps regulate the plant's temperature. However, the water vapor is then released from the stomata on the leaves, making the process illogical.",0,distractor
655,424How does water get from the ground to a reservoir?,"Oil is extracted from the ground by drilling.
  The oil is then transported through pipelines to a refinery, where it is processed.
  Once the oil is processed, it is transported to a gas station, where it can be purchased.","Plants start growing on or near the rocks.
The roots of the growing plants start to break up the rock.
The plant acids dissolve the rock.
The rock is broken down into smaller pieces.
Erosion begins.",0,random
656,377Describe how oxygen molecules are transported in the blood,"The lungs take in oxygen from the air and transport it to the bloodstream.
  The blood carries the oxygen throughout the body, allowing the cells to absorb the oxygen and use it for metabolism.
  The cells absorb the oxygen in order to function, and the oxygen is then released into the bloodstream."," The lungs take in oxygen molecules from the atmosphere. The blood carries the oxygen molecules throughout the body, allowing the cells to absorb the oxygen molecules. Afterward, the oxygen molecules are transported by the blood to the cells in the body.",0,distractor
657,587Describe the lifecycle of a bee,"The lifecycle of a butterfly begins when it hatches from a cocoon. The caterpillar will feed on nectar before it begins the transformation into an adult butterfly. Through metamorphosis, the caterpillar changes from a small worm-like creature into a beautiful winged insect. Once transformed, the butterfly will feed on nectar and fly away.","Kidneys filter waste out of blood.
Composition of blood is regulated.
Volume of water in blood is kept constant.
PH is kept at a constant level.
Kidneys help regulate blood pressure.
Kidneys stimulate the making of red blood cells.
Calcium levels are maintained.",0,random
658,466Describe the process of hemodialysis,"Desalination is the process of removing salt from saltwater.
 The saltwater is filtered through membranes, which have microscopic pores that allow the water molecules to pass through but not the salt molecules.
 High pressure is then applied to the saltwater, which forces the water molecules through the membrane, leaving the salt behind. This process of desalination ultimately removes the salt from the water.","Put water in an ice cube tray.
Put the ice cube tray in the freezer.
Wait 5 to 6 hours.
Take the ice cube tray out of the freezer.
Bend the tray slightly to get the ice cubes out and into a drink.",0,random
659,499Describe how a solar cell works,"A flashlight is powered by a battery that stores electrical energy.
  The switch activates the electrical circuit, causing the electrical energy to flow from the battery to the light bulb.
  This energy is then converted into light, which is emitted from the light bulb.","A frog lays eggs in the water.
Tadpoles develop inside of the eggs.
The eggs hatch.
The tadpoles eat and grow.
The tadpoles grow legs and form into frogs.
The frogs leave the water.",0,random
660,52How does a volcanic eruption happen?,"Earthquakes are caused by the movement of tectonic plates against each other.
 As the plates move, pressure builds up below the surface of the Earth.
 When this pressure becomes too great, the fault lines rupture and an earthquake is created.","A volcanic eruption is caused by magma moving against the Earth's crust.
 As the pressure builds up beneath the volcano, it eventually reaches a tipping point, causing the volcano to erupt and releasing lava and ash into the atmosphere.
 The magma breaks through the crust, creating an opening that allows the molten rock to escape and create an eruption.",1,close analogy
661,1154How is a diamond formed?,"Oil is formed from hydrocarbons that accumulate in sedimentary rock over time.
 The heat from the Earth's mantle causes the hydrocarbons to become liquid and form oil.
 The oil is then trapped in source rock, which prevents it from escaping into the environment.","Diamonds are formed deep within the Earth when carbon accumulates in pockets of magma.
 The intense pressure from the Earth's mantle causes the carbon to crystallize and the diamond to become solid.
 The host rock then traps the diamond, keeping it in place until it is mined.",1,close analogy
662,852How does oil get from an oil well to a refinery?,"Coal is extracted from underground by miners. The miners use machines to mine the coal and then transport it to the surface by trucks. From there, the coal is transported to the power station using large trucks, trains, or conveyor belts. The coal is then used to generate electrical energy in the power station.","A virus enters a host body.
The virus has receptors that lock onto a target cell.
The virus enters the cell.
The virus uses the cell like a factory to make new copies of the virus.
The new copies of the virus leave the cell.
Infect other cells.
The host gets sick as its cells are damaged.",0,random
663,936How does sedimentation affect a river's ecosystem?,"Erosion by the ocean is a natural process that occurs over time. Ocean waves erode the coastline, while salt water dissolves rocks. The seawater then deposits the sediments back onto the shoreline, forming new land forms. This process of erosion and deposition are essential in creating and maintaining the coastlines.","You breathe in.
Diaphragm and other muscles expand to allow room for your lungs to fill.
The air flows into the narrow bronchioles in the lungs.
From the bronchioles to the alveoli.
The oxygen enters into the bloodstream.
Is switched with the carbon dioxide in the bloodstream.
The carbon dioxide enters through the alveoli.
Through the narrow bronchioles.
Into the lungs.
The carbon dioxide is exhaled out of the body.",0,random
664,643Describe the life cycle of a butterfly,"A frog's life cycle begins with an egg which hatches into a tadpole. The tadpole then develops legs, lungs, and the ability to breathe air. The tadpole then turns into a frog and gains the ability to move around and live on land. The frog then lays eggs to start the cycle over again.","Food enters the small intestine.
The small intestine produces hormones.
The hormones cause the pancreas to produce enzymes for digestion.
The enzymes travel from the pancreas to the small intestine through tubes.
The enzymes help the intestines digest the food.
The pancreas produces the hormones insuline and glucagon.
The hormones control the amount of sugar in the blood.",0,random
665,51How do structures build using metals form?,"Minerals form through the process of crystallization. Crystals grow from a solution, either from a liquid or from a gas, where chemical reactions have changed the composition of the material. The rate at which the crystals form and the shape of the crystals can also be influenced by temperature, as changes in temperature can alter the crystal structure."," Structures are built from metals. Then, metals are formed in different ways depending on their properties. After forming the metals, heat treatments are applied to alter their properties. Finally, alloying elements are added to metals to alter their mechanical strength.",0,distractor
666,775How do cultural norms evolve?,Minerals form when chemical elements combine to create compounds. Minerals can also be formed when heat and pressure transform existing materials. Crystallization is another process that produces minerals when the atoms in a material are arranged in an orderly fashion.,"Cultural norms are formed through a combination of values.
 They are further shaped and evolved through social interactions, as people share their experiences, which in turn produces new cultural norms.
 These changes are then integrated into the culture, resulting in a transformation of the existing cultural norms.",1,far analogy
667,1051How does corrosion occur in metal parts?,"Rust is the result of a reaction between oxygen and iron atoms.
 When oxygen reacts with iron, it forms iron oxide, which is commonly known as rust.
 The presence of water can accelerate the oxidation process, causing rust to form more quickly."," Initially, this reaction generates corrosion products that form corrosion. Following this, a reaction between electrolytes and metal ions causes corrosion in metal parts. Finally, moisture, which often contains electrolytes, can accelerate this corrosion process as it reacts with metal ions.",0,distractor
668,852How does natural gas get from the ground to a power station?,"Miners extract coal from the ground to be used as a fuel source. The coal is then transported by trucks to a power station. Once at the power station, the coal is burned to create heat energy which is then used to produce electricity.","A tree produces seeds.
The seeds are dispersed by wind, animals, etc.
The seeds reach the ground.
Grow into new trees.
These new trees produce seeds.
The process repeats itself over and over.",0,random
669,666Describe the process of filtration,"Desalination is the process of removing salts from seawater.
  The seawater passes through a semipermeable membrane, which allows only certain molecules to pass through.
  The dissolved salts are separated from other molecules and the saline solution is filtered out from the fresh water. This process is used to create fresh water from seawater."," Water passes through a filter during the filtration process. Contaminants are then filtered out, leaving the clean water and waste behind. After the contaminants are filtered out, the filter separates contaminants from other substances, such as dirt and debris, in the water.",0,distractor
670,742How do dolphins use echolocation?,"Bats use echolocation to navigate and locate food. They emit sound waves which travel through the air. When the sound waves hit an object, they get reflected back to the bats. The bats then listen for the reflected sound waves, which are called echoes. By interpreting the echoes, bats can determine the size, shape, and distance of the object.","An animal eats a lot of food to fatten up.
The animal finds or builds a suitable place to hibernate where they can stay warm and protected.
The animal moves into their den.
Their heart rate and breathing slow down to conserve energy.
They emerge from the den when the weather is warming up again.",0,random
671,112How does the human digestive system work?,"Photosynthesis is a process that occurs in plants and certain other organisms. During photosynthesis, sunlight provides energy which is used to convert carbon dioxide and water into sugars and oxygen. This conversion takes place in the chloroplast, and the oxygen produced is released into the atmosphere."," The human digestive system begins with the process of breaking down food particles. Food provides essential nutrients that are necessary for proper bodily functions. The nutrients are then transported through the small intestine, where the body absorbs them. However, the stomach is the first organ to convert food particles into a liquid form. Finally, the waste is released into the colon and expelled from the body.",0,distractor
672,731How are canyons formed?,"Ravines are formed when water erodes the cliff faces. The water carries sediment away, which weakens the cliff's stability. Wind also carries away sediment, further eroding the cliffs. Ice is also a factor in the formation of ravines, as it carves the rock and creates deeper gorges.","When water freezes it becomes 10% bigger, or takes up 10% more space.
As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.
The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.
Clay expends when wet like ice does.
This causes rock to break apart.
Some plants like mosses and lichens are capable of growing without soil on bare rock.
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.",0,random
673,369How do the human body obtain and use water?,"Plants obtain water from their surroundings through their roots. The roots absorb water molecules from the soil and this water is then transported to the leaves and other parts of the plant. The water molecules then travel up the plant through the xylem. At the same time, the stomata on the leaves transpire water molecules into the atmosphere. This process helps to provide water to the plant and cool it down.","The human body obtains water through the intestine, which absorbs the water from food and drink.
 Water is also released from the body as sweat through the skin.
 The capillaries transport water to the cells in the body, and water is perspired through the skin when the body becomes too hot.
 The water is then used to regulate body temperature and to lubricate the joints and organs.",1,close analogy
674,842How does a hydraulic system of crane works?,An electromagnet works by passing an electric current through a coil of wire. This creates a magnetic field around the wire. The core of the electromagnet is made of ferromagnetic material which amplifies the magnetic field generated by the electric current. This amplified magnetic field creates a stronger force than that of a regular magnet.,"Oil is gathered through mining operations.
The oil is transported to stores.
Oil is purchased by homeowners.
Oil is placed into a stove in the house.
The oil is lit on fire, and burns for a long time.
The warm air off of the oil travels through the house.",0,random
675,35How does a steel structure form?,"Igneous rock forms when molten material cools and solidifies.
  As it cools, silicate minerals crystallize to form the igneous rock.
  The crystallization process occurs when the magma solidifies and cools down.
  The cooling process allows the minerals to form the igneous rock.","Acid rain is produced by chemicals that reach into the atmosphere.
Falls onto the ground.
The acid rain starts scouring rocks.
Destroys vegetation.
The lack of vegetation alters the surrounding environment.",0,random
676,229How does a levee prevent rising water levels?,"Dams are constructed to help stop flooding by blocking the flow of a river.
 The dam creates a reservoir that stores the water, enabling it to be released slowly.
 Sluice gates are used to control the water levels, allowing for the water to be released when necessary."," The water level rises above the levee's height. After the water has risen, a levee is designed and constructed. Once the levee is in place, it stores the flood water. Finally, flood gates control the water levels by releasing water in a controlled manner.",0,distractor
677,1266How does a beaver build a dam?,"A bird builds a nest by weaving together twigs and sticks to create a sturdy foundation.
 They then line the nest with feathers for insulation.
 Finally, the bird plasters mud onto the nest to hold everything together and provide further insulation.","A fuel source must produce heat.
Heat is used to create steam.
Steam will be used to power turbines.
Turbines will work together with magnets to generate electricity.
Electricity or moving electrons will then flow through wires.
The wires will carry electrons to homes and businesses remotely.",0,random
678,637Describe the life cycle of a human,"The life cycle of a bird begins when a bird hatches from an egg. The young bird then grows its feathers and learns to fly. As it matures, the bird reproduces and produces offspring. In order to survive, the bird may also migrate for food."," Humans are born from their mother. Immediately after birth, they acquire language and skills through learning. Following this, they develop physical traits and grow into adults. Once they have grown, they reach maturity and can reproduce and have children. In some cases, they migrate to different parts of the world to search for better opportunities.",0,distractor
679,1183How does a filter remove contaminants from water?,"A water purifier works by filtering out impurities from incoming water.
 It does this by using a process of absorption to remove dissolved solids.
 The water purifier also collects sediment in a chamber to capture particles like dirt and sand.
 The process of filtration and absorption helps to ensure that the water is free from impurities.","Filters are used to remove contaminants from water.
 They are capable of removing most toxins from water by adsorption.
 The filter also acts as a physical barrier, collecting particles such as sediment and dust in a cartridge. These particles are then trapped and prevented from entering the water.",1,close analogy
680,1128Describe the process by which a tornado forms.,"The process by which hurricanes form begins with rising air which forms low pressure. Warm air rises to higher altitudes while cold air sinks to lower altitudes. This creates a situation where the warm air is surrounded by cold air, which causes the winds to rotate around the low pressure. This rotation of winds is what we know as a hurricane.","A plant grows near or on a rock.
The plant roots begin to grow.
Break apart the rock.
The plant acids dissolve parts of the rock.
The rocks are broken into more and more pieces.
Erosion starts to occur.",0,random
681,466Describe the process of hemodialysis,"Desalination is the process of removing salt from saltwater.
 The saltwater is filtered through membranes, which have microscopic pores that allow the water molecules to pass through but not the salt molecules.
 High pressure is then applied to the saltwater, which forces the water molecules through the membrane, leaving the salt behind. This process of desalination ultimately removes the salt from the water."," High pressure is used to force the blood through the membrane, allowing for removal of toxins and impurities from the blood. Afterward, the dialyzer which is a device with a semipermeable membrane is used to separate the blood from the dialysis fluid. Finally, the hemodialysis process filters the blood through a dialyzer to remove toxins from the body.",0,distractor
682,436How do you get steam to condense?,"In order to get water to boil, it must be heated to its boiling point. Heat is transferred to the water from an external source, causing the molecules to move faster and faster until it reaches the boiling point. At this point, the gas is converted to a liquid and the water boils."," At a certain temperature, the vapor is converted to a liquid and the steam is condensed. Following this, heat is transferred to the steam, raising its temperature until it reaches the condensation point. Finally, the steam is heated to its condensation point.",0,distractor
683,1184How does a generator produce electricity?,"A battery produces electricity by way of an electrochemical reaction which converts chemical energy into electrical current. This electrical current is then transferred to the electrical circuit, and electrons flow through the wires. The electrical current is then used to power the circuit."," Generators produce electrical current by converting mechanical energy into electrical energy. The electric current is then transmitted to an electrical outlet, allowing it to be used in various applications. This is accomplished by spinning magnets inside coils of copper wire. The spinning magnets create a magnetic field which induces an electric field, resulting in a flow of electrons through the coils.",0,distractor
684,1204How is insulin produced in the pancreas?,"Protein synthesis begins when mRNA transcribed from DNA codes for a specific protein.
  Ribosomes then assemble the necessary amino acids to form the protein molecule, while enzymes catalyze the process of protein synthesis.
  The ribosomes read the mRNA code and link the amino acids together in the correct order to form the protein molecule."," The DNA in the pancreas codes for the production of insulin. Following this, hormones in the pancreas act as catalysts to trigger the production of insulin. After the production is triggered, the organelles in the pancreas work to assemble glucose molecules, which are the building blocks of insulin.",0,distractor
685,31How do karst features form?,"Caverns are formed when water erodes limestone.
  This erosive action slowly wears away the rock and creates hollows in the Earth's surface.
  Over time, these hollows can become large enough to form a cave underground.
  The water also carries debris away, further deepening the cave and forming various features such as stalactites and stalagmites.","Water is heated.
The heated water evaporates.
The salt is left behind.
The evaporated water condenses on a cold surface.
The evaporated water is collected.
The process is repeated.
More salt is removed from the water.",0,random
686,135How do whales use sonar?,"Bats use echolocation to navigate and locate prey.
  They emit ultrasound waves which bounce off objects and return back to the bats as echoes.
  The bats then receive these echoes and interpret the sound waves.
  They use the echoes to determine the size, shape and distance of their prey and surroundings.","You find a pen.
You get a piece of paper.
You write your letter.
You put it in an envelope.
You put the address on the front.
You put a stamp on the front.
You take it to the post office.",0,random
687,20How is waste transported through a sewage system?,"Sediment across the Earth is transported in a variety of ways. Wind carries sediment particles through the air and deposits them in new locations. Gravity also plays a role in transporting particles, as it pulls sediment downhill and deposits it in different areas. Rain can also bring debris from one area to another, as it deposits and carries sediment particles away.","The waste from a sewage system is transported through a network of pipes. The pipes carry the waste to the sewage treatment plant. The force of gravity pulls the solid waste through the pipes, while the liquid sewage deposits into the sewage treatment plant.",1,far analogy
688,617Describe how air reaches the turbine of a jet engine,"The lungs inhale oxygen from the air, which is then transported to the cells in the body by the blood. The cells then absorb the oxygen from the blood and use it for their metabolic processes. Thus, oxygen is able to reach the cells of the body via the lungs and the blood."," The compressor of the jet engine inhales air from the surrounding atmosphere. The air is then compressed into a smaller volume and is used to power the engine. After compression, the air is transported through a series of ducts. Finally, the ducts lead to the turbine of the jet engine, which absorbs the air.",0,distractor
689,132What does a filter do?,"The lungs are an essential part of respiration. They take in oxygen from the air, expel carbon dioxide, and purify the air we breathe. Oxygen is absorbed by the alveoli in the lungs, which then transports it to the bloodstream. Carbon dioxide is expelled from the bloodstream into the lungs, where it is released into the atmosphere. The lungs help to filter out dust and other particles from the air, ensuring that we breathe clean and healthy air.","There is a fetus in the womb.
They are born and are a baby.
The baby grows into a child.
Puberty turns the child into an adolescent.
The adolescent becomes an adult.
An adult becomes an elderly person.
The elderly person dies.",0,random
690,444How does an automated drone system pollinate crops?,"Bees collect nectar from flowers and transfer pollen between them, pollinating plants in the process. As they move from flower to flower, bees collect the pollen on their bodies and deposit it onto the stigma of the next flower. This process allows the plants to reproduce and ensures that the flowers are fertilized, allowing them to grow and bloom."," Automated drone systems are used to help pollinate crops. The drones then distribute the pollen to the crop to help pollinate it. After distributing the pollen, the drones are programmed to collect pollen from one crop and then transfer it to another. This process helps to ensure that the crops are properly pollinated, allowing for a successful harvest.",0,distractor
691,681Describe the process of dormancy,"Hibernation is a process in which an animal enters a state of reduced activity in order to conserve energy.
 When an animal enters hibernation, its body temperature drops below its normal level.
 This decrease in body temperature helps the body conserve energy, allowing the animal to survive in harsh conditions.","When an organism enters dormancy, its metabolic rate slows down significantly and its cells conserve energy.
 The organism's body temperature decreases and its growth rate slows down, allowing it to survive in harsher conditions.
 The organism uses the energy that it has stored up, allowing it to stay in a state of dormancy until the conditions are favorable for it to wake up and resume its life cycle.",1,far analogy
692,1295How does a filtration system remove pollutants from air?,"Sea water is pumped into the desalination plant.
 The salt is then filtered out through a reverse osmosis membrane.
 This membrane is designed to allow water to pass through while blocking the salt molecules.
 The desalinated water is then produced at the outlet of the plant.","Contaminated air is pumped through the filtration system.
 The pollutants present in the air are filtered out as the air passes through the air filter.
 This process results in the production of purified air, which is released through the outlet.",1,close analogy
693,683Describe the process of decision-making,"Perspiration is the process of sweating, in which excess body heat is released.
 The pores in your skin open up, releasing sweat that helps to cool the body.
 The process of evaporation then occurs, which in turn cools down the skin.","Some of the rock in the ground is made of limestone.
Over long periods of time rain can hit the limestone.
And cause a acidic reaction.
The limestone will slowly disintegrate.
A large gap with be where the limestone was.
Result in the cave.",0,random
694,516Describe the life cycle of a human being,"The life cycle of a frog begins with an egg. The egg then develops into a tadpole. As the tadpole grows, it develops back legs, front legs, and eventually metamorphoses into an adult frog. The adult frog then releases its own eggs, starting the cycle anew."," A human life begins with a fetus which develops within the mother's womb. At this stage, the adult is then able to reproduce and create offspring, continuing the life cycle. Once the fetus has fully developed, it is then born as an infant. The infant gradually grows and develops until it reaches adulthood.",0,distractor
695,20How is information transmitted across different cultures?,"Wind is a powerful force that carries sediment across the Earth.
  Rivers are also used as a transport system, moving particles downstream over long distances.
  Gravity also plays a role in transporting sediment, as it pulls debris downward towards the Earth's surface.","Pollution enters natural water sources such as rivers and lakes.
The pollution negatively affects the water quality.
The pollution negatively affects the health of plants and animals.
The plants and animals have shorter, less healthy lives.
The plants and animals do not reproduce very well.
The number of plants and animals decreases over time.
The quality of water gets worse and worse as there are no plants or animals to clean it.
Eventually there is nothing living in the water and it is unusable.",0,random
696,640Describe the life cycle of a human being,"The life cycle of a fish starts when fry hatch from eggs.
 As the fry reach juvenile stages, they grow into adults.
 When adult, the fish are ready to spawn and release gametes.
 The gametes then fuse together, creating new eggs that will eventually hatch into fry.
 This process continues and completes the life cycle of a fish.","Water comes through a filter.
The filter has small pores to catch pollutants.
The filter will catch chlorine, heavy metals, and other chemicals.
The filter allows water and mineral ions like fluoride to pass through.
The water on the other side of the filter is much cleaner.",0,random
697,135How does a radar system work?,"Bats use echolocation to navigate in the dark. They emit sound waves from their mouth or nose, and then listen to the echoes that bounce back from objects in the environment. By interpreting the echoes, bats can determine the size and shape of objects, as well as their distance and direction."," A radar system works by emitting radio waves into the environment. Before the radio waves travel outward, the radar interprets the reflections to determine the location, speed, and size of objects in the environment. Then, the radio waves travel outward and bounce off objects in their path. Finally, the radar listens to the reflections of the radio waves, even though it has already interpreted them.",0,distractor
698,300How does a virus replicate itself?,"Bacteria are microscopic organisms that can invade cells, reproduce, and produce toxins. When present in the body, these toxins can trigger an immune response that leads to inflammation and tissue damage. Bacteria can also cause diseases by producing enzymes that interfere with normal cell functions. Ultimately, bacteria can cause diseases by invading cells, producing toxins, and triggering inflammation."," A virus invades a host cell and replicates itself. The viruses then spread and cause an immune response. After the immune response, the virus uses the cell's resources to produce its own proteins. Finally, these proteins trigger the cell to produce more viruses, continuing the cycle of infection.",0,distractor
699,57How do clouds form?,"Snow forms when water vapor in the atmosphere condenses into ice crystals.
 This condensation occurs when the temperature drops below the freezing point.
 As the ice crystals accumulate, they form snowflakes.
 The more water vapor that condenses, the more snowflakes that form.","Clouds form when moisture in the air condenses into tiny droplets.
 As the atmospheric pressure drops below the saturation point, the droplets accumulate and form clouds.
 These droplets can grow, become heavier, and eventually fall as rain.",1,close analogy
700,652Describe the life cycle of a human,"The life cycle of a rabbit begins when it reproduces and brings forth offspring. The young rabbits feed on their mother’s milk, while their fur begins to grow. As they grow older, they become independent and start to feed on their own. The rabbit continues to mature and eventually reproduces, beginning the cycle anew.","The life cycle of a human begins when an adult human reproduces, creating a child. The child is then fed and nurtured by the parents. As the child grows, it begins to develop physical features such as hair, nails, and teeth. As the child matures, they reach maturity and become an adult, who then is able to reproduce and create their own children.",1,close analogy
701,20How is air pollution spread across the atmosphere?,"Sediment is transported across the Earth through currents that carry particles of sediment.
  Gravity pulls the particles of sediment down slopes, which helps them move downhill.
  Water is an important factor in the erosion of sediment, as it can carry particles away and deposit them elsewhere."," Air pollution is spread across the atmosphere when winds transport pollutants from one location to another. Following this, certain chemicals are released into the atmosphere that can erode the ozone layer and cause further contamination. After the ozone layer is affected, atmospheric pressure carries particles from one area to another, increasing the spread of air pollution.",0,distractor
702,721How does evaporation create condensation in the atmosphere?,"Clouds are formed when water vapor rises to higher altitudes in the atmosphere.
  As the air rises, it cools and condenses into tiny droplets of water.
  These droplets merge together to form clouds, which are composed of millions of water droplets.","Food is put into mouth.
Food is chewed and mixed with saliva (spit).
Food travels down the esophagus (throat).
Food travels into the stomach.
Acid in the stomach breaks the food down further.
Food travels into the small intestine.
Nutrients from food are absorbed into the blood stream.
Food travels into the large intestine.
Most of the remaining material is now waste.
The waste is eventually removed from the body.",0,random
703,41What causes a bridge to collapse?,"An earthquake is caused by the shifting of tectonic plates that make up the Earth's crust.
  When these plates move, they can create a fault line that releases energy in the form of seismic waves that radiate through the Earth.
  These seismic waves can be felt across a large area, causing the ground to shake and tremble."," A bridge's structural supports shift. The weak points then cause the bridge to collapse if the strain is too great. After the collapse, stress radiates through the structure, creating weak points where the strain is released.",0,distractor
704,950What happens during erosion?,Weathering is the process of breaking down surface rocks into smaller particles. Wind is an example of mechanical weathering where it wears away the surface rocks. Sunlight is an example of chemical weathering where it breaks down minerals. Rain is an example of hydrologic weathering where it washes away particles.,"Erosion is the process of gradual destruction of the surface of the earth. Water wears away surface rocks, rain breaks down minerals, and waves wash away particles. All of these elements combine to wear away the surface of the earth over time as they are moved by water, wind, and ice. The result is a gradual reshaping of the land.",1,close analogy
705,1055How does a human body absorb nutrients from food?,"A plant gets nutrients from the soil through its roots. The roots absorb minerals from the soil, and the water in the soil transports the minerals to the roots. Carbon dioxide from the air provides energy for the plant to absorb the minerals from the soil.","A bird hatches from an egg.
The bird is nurtured by its parents.
And is fed food for growth.
The bird grows.
Begins to learn how to fly.
The bird matures.
The bird leaves its nest.
The bird makes its own nest.",0,random
706,1049How does a rock form?,"Rust forms when oxygen reacts with iron.
 The combination of oxygen and iron creates a chemical reaction that produces iron oxide.
 Hydrogen also combines with iron to form iron hydride.
 Moisture accelerates the corrosion process and helps to create rust.","Minerals fill spaces between bits of sediment.
The sediments become glued together.
The glued together parts become hard like cement.
The sediment becomes a big rock.
The rocks erode slowly.
The rocks come apart.
The rocks become smaller rocks.
The rocks continue to erode into smaller rocks.
The process starts again.",0,random
707,31How are sinkholes formed?,"Caverns are formed when water erodes away at rock, dissolving the rock and breaking down the limestone. This process of erosion continues over time, resulting in the creation of an underground cave. The water continues to erode away at the rock, gradually forming the cavern.","Sinkholes are formed when rainwater erodes the soil and causes the bedrock beneath it to become unstable.
  The acid in the rainwater breaks down the sediment, which causes the bedrock to collapse and create a subsidence.
  This subsidence can eventually create a sinkhole.",1,close analogy
708,1051How does corrosion occur in metal parts?,"Rust is the result of a reaction between oxygen and iron atoms.
 When oxygen reacts with iron, it forms iron oxide, which is commonly known as rust.
 The presence of water can accelerate the oxidation process, causing rust to form more quickly.","Water vapor is in warm air.
The warm air cools.
The warm air expands.
The water vapor in the air condenses.
The water vapor forms water droplets or ice crystals.",0,random
709,1298How does a fish osmoregulate?,"The kidneys are important organs in the body responsible for filtering blood.
 The glomerulus acts as a filter to remove blood cells and other unwanted substances from the blood.
 The tubule then absorbs important nutrients and electrolytes from the filtered blood and passes it back into the bloodstream.
 Finally, the ureter excretes the waste products in the form of urine.","Fish osmoregulate by regulating the concentration of salts and other particles in the water around them.
 Their gills filter the seawater and remove the salts and other particles.
 The gut then absorbs the nutrients that the fish needs for growth and sustenance.
 Finally, the nephridia excretes any waste that the fish does not need.",1,far analogy
710,1137How does the human immune system respond to a virus?,"Owls have the unique ability to hunt at night. They use their sharp vision to locate their prey even in the dark. As they spot their target, they swoop down silently to capture it. This is made possible by their exceptional night vision and their silent flying abilities.","When a virus invades the body, the human immune system responds by using antibodies to locate and attack the pathogens.
 The antibodies identify the virus and then aggressively attack it to destroy it and protect the body from infection. The immune system also produces white blood cells to help fight off the virus and prevent further infection.",1,far analogy
711,565How does photosynthesis work?,"A steam engine works by using the heat energy produced by a boiler to power a piston.
 The steam produced by the boiler is pumped into a cylinder.
 The pressure of the steam is regulated by a valve and is used to move the piston.
 The heat energy is converted into mechanical energy as the piston moves up and down, creating a power stroke.","Skin is cut or damaged.
Bacteria enters through the wound.
The bacteria reproduces and spreads.
Causes symptoms.
The bacteria is either fought off or becomes a disease.",0,random
712,436How do people make decisions?,"To get water to boil, you need to apply heat.
 Heat increases the temperature of the water, causing it to reach its boiling point.
 At this point, the pressure of the vapor builds and the boiling of the water occurs.","People make decisions based on the information they have available.
 The more information they have, the more knowledge they can draw upon to help reach a conclusion.
 Experience helps to build understanding and can also inform the decision-making process.
 Gathering information and considering experience helps a person to reach a conclusion.",1,far analogy
